Size, Time
4096,0.135104
8192,0.142336
16384,0.11776
32768,0.108
65536,0.13392
131072,0.077792
262144,0.060608
524288,0.067552
1048576,0.068192
2097152,0.085984
4194304,0.20464
8388608,0.289312
16777216,0.457344
33554432,0.77952
67108864,1.47802
2,0.109568
4,0.123904
8,0.176128
16,0.152544
32,0.123776
64,0.149344
128,0.126912
256,0.113664
512,0.154624
1024,0.159744
2048,0.15872
4096,0.114528
8192,0.108544
16384,0.107424
32768,0.129632
65536,0.099136
131072,0.08
262144,0.052992
524288,0.059808
1048576,0.0736
2097152,0.087904
4194304,0.179648
8388608,0.293728
16777216,0.459104
33554432,0.794144
67108864,1.45882
2,0.14848
4,0.144384
8,0.135168
16,0.132096
32,0.164928
64,0.128
128,0.164864
256,0.131072
512,0.126976
1024,0.185344
2048,0.134976
4096,0.105472
8192,0.113664
16384,0.123904
32768,0.106496
65536,0.11712
131072,0.078112
262144,0.050208
524288,0.061088
1048576,0.074624
2097152,0.092864
4194304,0.161376
8388608,0.271744
16777216,0.449216
33554432,0.781696
67108864,1.45194
2,0.156672
4,0.134144
8,0.142336
16,0.129024
32,0.171008
64,0.132096
128,0.16896
256,0.13312
512,0.164864
1024,0.1536
2048,0.141312
4096,0.105472
8192,0.144384
16384,0.110592
32768,0.108544
65536,0.101728
131072,0.077504
262144,0.05296
524288,0.055136
1048576,0.078336
2097152,0.099584
4194304,0.18288
8388608,0.291072
16777216,0.458368
33554432,0.803552
67108864,1.48912
2,0.136192
4,0.160768
8,0.162816
16,0.146336
32,0.13104
64,0.125952
128,0.13312
256,0.178176
512,0.152576
1024,0.175104
2048,0.154624
4096,0.131136
8192,0.10752
16384,0.11776
32768,0.102176
65536,0.126944
131072,0.094976
262144,0.05424
524288,0.055072
1048576,0.082624
2097152,0.095488
4194304,0.190464
8388608,0.284832
16777216,0.45568
33554432,0.78736
67108864,1.48416
2,0.164864
4,0.14336
8,0.157696
16,0.162816
32,0.14848
64,0.144384
128,0.157696
256,0.149504
512,0.150528
1024,0.132096
2048,0.159648
4096,0.14848
8192,0.13712
16384,0.134144
32768,0.123296
65536,0.105472
131072,0.098464
262144,0.053408
524288,0.053536
1048576,0.074752
2097152,0.093696
4194304,0.17072
8388608,0.266752
16777216,0.436576
33554432,0.778304
67108864,1.47098
2,0.126976
4,0.156672
8,0.154624
16,0.15776
32,0.167904
64,0.165888
128,0.129024
256,0.14336
512,0.145408
1024,0.1536
2048,0.162816
4096,0.13824
8192,0.137216
16384,0.111616
32768,0.11216
65536,0.094624
131072,0.080992
262144,0.042496
524288,0.056992
1048576,0.069472
2097152,0.099904
4194304,0.163008
8388608,0.30256
16777216,0.457216
33554432,0.79504
67108864,1.45363
2,0.136192
4,0.136192
8,0.131072
16,0.151392
32,0.154624
64,0.152576
128,0.139136
256,0.144384
512,0.155648
1024,0.100352
2048,0.159744
4096,0.135168
8192,0.104448
16384,0.121856
32768,0.128128
65536,0.115904
131072,0.088032
262144,0.050048
524288,0.059264
1048576,0.06128
2097152,0.089824
4194304,0.16688
8388608,0.256864
16777216,0.428416
33554432,0.77744
67108864,1.51885
2,0.131072
4,0.145408
8,0.15872
16,0.130048
32,0.102272
64,0.155648
128,0.1536
256,0.166912
512,0.131072
1024,0.12176
2048,0.160768
4096,0.130048
8192,0.129024
16384,0.115712
32768,0.112
65536,0.10608
131072,0.07792
262144,0.055296
524288,0.058176
1048576,0.068064
2097152,0.092448
4194304,0.163136
8388608,0.292608
16777216,0.458592
33554432,0.788192
67108864,1.45818
2,0.131072
4,0.128
8,0.156672
16,0.155648
32,0.126976
64,0.155648
128,0.130048
256,0.159744
512,0.150528
1024,0.15872
2048,0.134144
4096,0.149568
8192,0.141312
16384,0.137216
32768,0.10384
65536,0.097632
131072,0.081248
262144,0.054144
524288,0.06496
1048576,0.06912
2097152,0.089632
4194304,0.186112
8388608,0.256864
16777216,0.43568
33554432,0.77488
67108864,1.46374
2,0.18944
4,0.130912
8,0.149504
16,0.152576
32,0.137216
64,0.131072
128,0.147296
256,0.135168
512,0.105472
1024,0.128
2048,0.14848
4096,0.110592
8192,0.116608
16384,0.126976
32768,0.10816
65536,0.09424
131072,0.086688
262144,0.0528
524288,0.052192
1048576,0.066624
2097152,0.09664
4194304,0.161568
8388608,0.281152
16777216,0.45328
33554432,0.772512
67108864,1.45725
2,0.126976
4,0.108544
8,0.131072
16,0.132096
32,0.161792
64,0.164864
128,0.166912
256,0.14848
512,0.1536
1024,0.155744
2048,0.162816
4096,0.123904
8192,0.155648
16384,0.104448
32768,0.102464
65536,0.093344
131072,0.087392
262144,0.0488
524288,0.053984
1048576,0.068128
2097152,0.08912
4194304,0.171456
8388608,0.300064
16777216,0.454976
33554432,0.79456
67108864,1.46701
2,0.157696
4,0.156608
8,0.129024
16,0.152608
32,0.128
64,0.120832
128,0.17408
256,0.140288
512,0.146464
1024,0.134144
2048,0.171008
4096,0.105472
8192,0.110592
16384,0.10752
32768,0.112
65536,0.120192
131072,0.085536
262144,0.049184
524288,0.054528
1048576,0.073152
2097152,0.09312
4194304,0.166816
8388608,0.277376
16777216,0.460096
33554432,0.789152
67108864,1.49798
2,0.142336
4,0.124928
8,0.126976
16,0.12288
32,0.155648
64,0.1536
128,0.161792
256,0.106496
512,0.159744
1024,0.132064
2048,0.180096
4096,0.113696
8192,0.132096
16384,0.11872
32768,0.115808
65536,0.107232
131072,0.082688
262144,0.067712
524288,0.06336
1048576,0.066752
2097152,0.096768
4194304,0.159776
8388608,0.295232
16777216,0.46224
33554432,0.792192
67108864,1.4623
2,0.126784
4,0.134144
8,0.14848
16,0.16576
32,0.136192
64,0.108544
128,0.138336
256,0.165888
512,0.157696
1024,0.162656
2048,0.171968
4096,0.10752
8192,0.128
16384,0.137216
32768,0.102112
65536,0.098336
131072,0.08512
262144,0.053056
524288,0.059232
1048576,0.065792
2097152,0.101664
4194304,0.17632
8388608,0.2832
16777216,0.424992
33554432,0.774368
67108864,1.47747
2,0.15872
4,0.145408
8,0.175168
16,0.152576
32,0.130048
64,0.151552
128,0.129024
256,0.151552
512,0.1536
1024,0.156672
2048,0.170144
4096,0.114688
8192,0.11264
16384,0.112832
32768,0.109856
65536,0.092128
131072,0.07568
262144,0.061248
524288,0.056128
1048576,0.087232
2097152,0.09136
4194304,0.161888
8388608,0.314272
16777216,0.450976
33554432,0.794784
67108864,1.47571
2,0.154624
4,0.154624
8,0.146432
16,0.146368
32,0.167936
64,0.169984
128,0.150528
256,0.121856
512,0.139264
1024,0.132128
2048,0.161696
4096,0.131072
8192,0.129024
16384,0.114688
32768,0.103488
65536,0.097952
131072,0.089216
262144,0.052384
524288,0.054912
1048576,0.065088
2097152,0.09312
4194304,0.184
8388608,0.272
16777216,0.454496
33554432,0.794752
67108864,1.48835
2,0.135328
4,0.151552
8,0.125952
16,0.15472
32,0.185504
64,0.129024
128,0.151552
256,0.169984
512,0.151552
1024,0.15472
2048,0.166912
4096,0.131072
8192,0.119744
16384,0.118816
32768,0.100672
65536,0.092416
131072,0.078176
262144,0.045792
524288,0.062624
1048576,0.068032
2097152,0.099296
4194304,0.166176
8388608,0.269152
16777216,0.454272
33554432,0.774016
67108864,1.47168
